과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,81조,추납기간 or 보전기간 질문있습니다.,"추납기간 or 보전기간 질문있습니다. 질문 1.추납기간6개월중 1개월째 되던날 등록료의 일부만 내서 보전명령을 받으면 그 보전명령을 받은 날로부터 1개월이내에 꼭 나머 지를 다 내야하는 것인지 아니면 보전기간이 지나도 아직 추납기간이 남아있으니 추납기간전에만 내면 되는것인지 궁금합니다. 질문 2.특허권자의 부지등으로 납부 또는 보전하지 못한 경우에서 추납기간 또는 보전기간 만료일로부터 3개월이라고 나와있는데 질문1과 같은 맥락으로 추납기간내에 보전기간이 끝나면 효력제한기간의 기산점이 언제이며, 추납기간보다 보전기간의 만료일이 더 늦은경우의 효력제한기간의 기산점이 궁금합니다. 질문 2-2. 만약 추납기간과 보전기간의 만료일중 늦은날이라면 왜 법조문에선 추납기간 또한 보전기간 만료일이라고 했는지도 궁금합니다.","안녕하세요? 임변입니다. 1. 해석의 논란이 있을 수 있으나, 추납기간이 남아 있다는 이유로 보전기간이 지난 후 납부할 수 있도록 보전기간 자체가 무의미해지게 될 것입니다. 2. 둘 중 늦은 날이라고 보면 됩니다. 3. 개정시 명확히 표현을 안 한 것 같습니다. 참고로 개정때마다 그 주체가 달라서 동일한 의미를 달리 표현하고 있는 법조문이 꽤 있습니다. 열공하세요~", ,,17.05.30
특허법,조문,81의3,81조의3 4항에 관해서 질문드립니다.,"특허료 추가납부 또는 보전에 의해 회복한 특허출원과 특허권의 효력 효력제한기간 중에 타인이 특허출원된 발명 또는 특허발명을 실시한 행위에 대해서는 그 효력이 미치지 아니한다.(법 81의3 4항) 1.이 조문에서 실시한 행위에 간접침해 행위를 하는 경우에도 제한이 되는가요? 2.조문의 표현상 선의라고 규정하고 있지 아니한데 악의로 실시한 경우에도 제한되는가요? p.s.작년에 임병웅 변리사님 기본강의를 지방에 사는 관계로 인터넷으로 수강했었습니다. 강의들은 내용이 수험공부를 하는데 특허법을 처음 접하는 저에게 있어서는 정말 많은 도움이 되었습니다. 좋은 강의를 들을 수 있게 해주셔서 정말 감사합니다. 혹여, 저의 질문 내용이 수험 출제 경향에 중요하지 않은 부분이면 지적해주시면 정말 감사하겠습니다.",안녕하세요? 임변입니다. 1. 특허출원이 포기되었음을 믿거나 특허권이 소멸되었음을 믿고 실시한 자를 보호하겠다는 취지의 해석상 효력이 제한됩니다. 법에 명시되어 있지 않아서 중요한 논점은 아닙니다. 2. 악의의 경우에는 제한되지 않습니다. 그 이유는 1번과 같습니다. 열공하세요~ 답글기능 더보기, ,,17.07.02
특허법,조문,81조의3,특허권자의 부지 등으로 납부 또는 보전하지 못한 경우(법 81의3 3항)에 관해 질문이있습니다.,"이지 특허법(16판) p737 특허권자의 부지 등으로 납부 또는 보전하지 못한 경우 추가납부기간에 특허료를 내지 아니하였거나 보전기간에 보전하지 아니하여 특허발명의 특허권이 소멸한 경우 그 특허권자는 추가납부기간 또는 보전기간 만료일부터 3개월이내에 법 79조에 따른 특허료의 2배를 내고 그 소멸한 권리의 회복을 신청할 수 있다.(법 81의3 3항) -> 1.특허료에는 크게 설정등록료와 연차료가 있다고 생각합니다. 상기 지문에서 ‘특허권이 소멸한 경우’ 라고 표현이 되어있습니다. 그 의미는 특허권 설정등록이 되었다는걸 전제로(설정등록료를 납부함),즉 연차료만 회복 신청을 할 수있다는 의미가 맞나요? 2.설정등록료를 낼때는 추가납부기간이 만료하면 부지로 인한 특허권의 회복은 불가능한건가요? p.s.저의 질문내용이 시험 경향과 상관이없는 부분이라면 지적해주시면 감사하겠습니다.","안녕하세요? 임변입니다. 1. 네. 법 제81조의3제1항은 등록료와 유지료, 제3항은 유지료의 회복요건에 해당합니다. 2. 법 제81조의3제1항에 따라 회복이 될 수 있습니다. 열공하세요~", ,,17.07.02
특허법,조문,81조의3,[81조의 3] 회복요건1에 대한 질문입니다.,"제81조의3 (특허료의 추가납부 또는 보전에 의한 특허출원과 특허권의 회복 등) ① 특허권의 설정등록을 받으려는 자 또는 특허권자가 책임질 수 없는 사유로 추가납부기간에 특허료를 내지 아니하였거나 보전기간에 보전하지 아니한 경우에는 그 사유가 소멸한 날부터 2개월 이내에 그 특허료를 내거나 보전할 수 있다. 다만, 추가납부기간의 만료일 또는 보전기간의 만료일 중 늦은 날부터 1년이 지난 때에는 그러하지 아니하다. 안녕하세요 고생이 많으십니다. [질문] 다만, 추가납부기간의 만료일 또는 보전기간의 만료일 중 늦은 날부터 1년이 지난 때에는 그러하지 아니하다. 이 부분이 뜻하는게 '그 사유가 소멸한 날부터 2개월'과 '추가납부기간의 만료일 또는 보전기간의 만료일 중 늦은 날부터 1년이 지나지 않은 때' 중 빠른날 까지만 특허료를 보전해준다는 건가요? 아니면 '추가납부기간의 만료일 또는 보전기간의 만료일 중 늦은 날부터 1년이 지난 때'에만 '그 사유가 소멸한 날부터 2개월 이내' 여도 특허료를 보전을 안 해준다는 건가요? 특허법 교재 p.741 그림을 보면 '그 사유가 소멸한 날부터 2개월 이내'가 '추가납부기간의 만료일 또는 보전기간의 만료일 중 늦은 날부터 1년이 지나지 않은 때' 보다 이후까지 가능한 것처럼 나와있어서 질문 올립니다. 감사합니다!",안녕하세요? 임변입니다. [사유가 소멸한 날로부터 2개월 이내] 및(AND) [추가납부기간의 만료일과 보전기간의 만료일 중 늦은 날로부터 1년 이내]에 가능합니다. 열공하세요~,그게 둘 중 빠른 날까지 가능하다는 말로 이해하면 되겠죠? 감사합니다!,네 그렇습니다~,17.08.24
특허법,문제,81조의3,특허료의 추가납부 또는 보전에 의해 회복한 특허출원과 특허권에 대한 통상실시권,이 문제를 보면 2번보기가 틀렸다고 나와있는데 단지 '추가납부기간 또는 보전기간이 지난날부터'인데 그냥 '추가납부기간이 지난날부터' 라고 되어있어서 틀린 것인가요?? 문제 지문들에서 판례같은것보면 문구가 조금 생략되어서 나온 것들도 거의 다 맞는데 저 지문은 법조문이라서 조금 생략돼있어도 틀리는 건가요??,네. 틀립니다. 법조문이 진리라고 생각하면 됩니다., ,,17.10.03
특허법,문제,79-86,특허출원료 납부,안녕하세요 객관식 482 질문입니다. ㄷ보기 5세 청소년이라는 말이 조금 이상해서 그런데 15세 청소년 오타인가요?? 그리고 만약 15세 청소년이라고 해도 만6세-19세청소년은 출원료 전액 면제대상이 아닌가요? 감사합니다,"만 6세 이상 면제이고, 5세는 개인발명으로 70%입니다.", ,,17.10.04
특허법,문제,81조의3,특허료의 추가납부 또는 보전에 의한 특허출원과 특허권의 회복 등,"객관식 479페이지 ④번 지문입니다. 81조의3①항은 출원인 또는 특허권자에게 적용될 수 있는 조문인데 즉, 등록료 or 유지료 를 책임질수 없는 사유로 내지못한 경우 추납기간 or 일부납부에 의한 보전기간을 얘기하고 있습니다. ④ 특허권자가 책임질 수 없는 사유로 인하여 추가납부기간 이내에 특허료를 납부하지 아니하였거나 보전기간 이내에 보전하지 아니한 경우에는 그 사유가 종료한 날로부터 2개월 이내 및 추가납부기간의 만료일 또는 보전기간의 만료일 중 늦은 날로부터 1년 이내에 그 특허료를 납부하거나 보전할 수 있다. 이 경우 그 특허출원은 포기되지 아니한 것으로 보며, 그 특허권은 계속하여 존속하고 있었던 것으로 본다. (O) 지문 상으로는 출원과정이 아니라 특허권자의 유지료 얘기를 하는것 같은데 중간에 ""특허출원은 포기되지 아니한 것으로 보며"" 라고 출원과정에 대한 얘기가 나옵니다. 이 밑줄 빠져야 되는건가요? 저작자 표시컨텐츠변경비영리","특허권자라고 했으니, 빠져야 하는 것이 맞네요. 정오표에 반영하겠습니다~ 답글기능 더보기", ,,17.10.05
특허법,문제,81조의3,추가납부 회복에 의한 효력제한 기간 중 선의실시자에 대한 법정통상실시권의 사업변경범위,"객관식 485페이지 ④번 지문에서 그림의 밑줄부분이 궁금합니다. 해설) 실시사업은 양적확장은 허용되지만 질적확장은 허용되지 않는다. 여기서 ""실시사업의 범위를 확대 변경""을 실시사업의 범위를 확대 (양적확장) 실시사업의 범위를 변경 (질적확장)으로 나누어서 이해해야 되는건가요? 아니면 ""확대 변경""이 ""양적확장, 질적확장"" 모두를 뜻할수 있는 모호한 표현이므로 틀린 지문이라는 건가요? 실시사업 범위의 양적확장 인지, 질적확장 인지 알수 있는 별다른 단서가 안보여서요.","생각한 내용과 같이, 실시사업을 확대하는 것은 상관없으나 변경하는 것은 법정실시권이 인정되지 않습니다. 답글기능 더보기", ,,17.10.05
특허법,조문,81조의3,효력의 제한,안녕하세요 변리사님 81조의3 4항에서 2항 또는 제3항에 따른 특허출원 또는 특허권 효력은 추가납부기간 또는 보전기간이 지난 날 부터 특허료를 내거나 보전한 날까지의 기간 중에 타인이 실시한 행위에 대해서는 효력이 안미친다. 라고 되어있는데 [추가납부기간 또는 보전기간이 지난 날 부터 특허료를 내거나 보전한 날까지의 기간]이란 2항의 경우 사유소멸한 날로부터 2개월 및 추납과 보전기간 만료일중 늦은날로부터 1년이고 3항의 경우 추납 또는 보전기간 만료일로 부터 3개월이므로 이 기간에 실시해야 효력제한을 받으니 실질적으로 제3자가 특허발명을 침해안받고 실시하려면 특허권자의 특허료 납부일로부터 최소 7개월 후에 특허발명을 실시해야 비침해인 상태로 실시할 수 있는건가요?,안녕하세요? 보전기간은 없을 수도 있으니 최소 6개월이 됩니다. 열공하세요~, ,,17.10.13
특허법,문제,81조,강의노트 257 2013변시기출,"안녕하세요 변리사님! 복습하던중 궁금증이 생겨 질문드립니다. 강의노트 257쪽 2013변시기출문제 2번지문에서 특허권자가 6개월의 추가납부기간 이내에 특허료의 일부를 납부하지 아니한 떄에는 특허권자의 특허권은 특허법 제 79조에 따라 납부된 특허료에 해당하는 기간이 만료되는 날의 다음날로 소급하여 소멸된 것으로 본다. 이 지문이 맞는 지문으로되어있는데, 81조의 2 1항에보면 특허청장은 특허권의 설정등록을 받으려는 자 또는 특허권자가 79조 3항 또는 81조 1항에 따른 기간에 특허료의 일부를 내지 아니한 경우에는 특허료의 보전을 명하여야 한다. 라고 규정되어있어 명하는것은 재량사항이 아닌 반드시해야하는거니까 위 2번지문에서 해당기간 만료되는 다음날로 소급 소멸되면 안되고 특허청장이 반드시 보전명령을 해야해서 틀린지문이 되는 것이 아닌가요?.? 부족한 질문에도 항상 좋은답변해주셔서 감사합니다! 감기조심하시고 좋은하루되세요 :)",안녕하세요? 정확히 얘기하면 말씀하신 것처럼 틀린 지문입니다. 그러나 객관식 문제집은 상대적으로 문제를 풀어야 합니다. 실제 기출도 그렇게 출제되고 있습니다. 열공하세요~ 답글기능 더보기, ,,17.10.20
