과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,55조,[55조]이중우선권주장출원의 등록금지적효력에 대해서,"해당 그림에서 출원 X, Y,Z의 등록금지적효력에 따르면 출원 Z의 경우 등록받을 수 있는 방법이 있나요? 이미 출원 Y가 공개됨으로써 청구항 A와 B는 공지기술의 지위를 가지게 되는데 청구항 B는 우선권 주장으로 인해 소급판단하여 회피가 되지만 A는 그것이 인정되지 않는 것이 55조5항의 내용으로 알고 있습니다 그렇다면 결국 z출원은 국내우선권주장을 했음에도 불구하고 청구항a가 55조5항에 의해 29조1항에 걸려서 거절되는 것인가요? 아니면 제가 국내우선권주장출원에 대해서 곡해하거나 잘못 이해한 부분이 있을까요?","안녕하세요? 임변입니다. 해당 그림에서는 Z의 A가 신규성 위반의 거절이유가 존재합니다. 다만, 항상 그런 것은 아닙니다. 예를 들어 Z출원이 공개(Y) 전에 있는 경우에는 법 제55조제5항에 의해 소급효가 인정되지 않더라도 신규성 위반이 아니게 됩니다. 열공하세요~", ,,17.04.12
특허법,조문,42조,[42조]다항제 기재방법에서 구성요소 특정방법?,"안녕하세요 임병웅 변리사님. 다항재 기재방법 중 시행령 5조 2항(청구항 발명은 적정한 수로 기재)과 5항(택일적 기재) 관련해 질문드립니다. (질문을 자유게시판에 올리는 게 맞는지 모르겠습니다.) 시행령 5조 5항과 관련해 책 367p 각주 289번의 예1에서 청구항1 : A 및 B를 포함하는 장치 청구항2 : 청구항 1에 있어서, C를 더 포함하는 장치 청구항3 : 청구항 2 또는 3에 있어서, D를 더 포함하는 장치 라고 하여 청구항 3 의 경우 ABD 또는 ABCD를 청구범위로 청구하는 것인데 이 경우 동일성과 용이성을 판단할 때 어떤 것을 구성요소로 판단해야 하는지 궁금합니다.","안녕하세요? 임변입니다. ABD, ABCD 둘 다 특허요건을 판단하고, 하나라도 거절이유가 존재하면, 그 청구항에 거절이유가 존재하는 것입니다. 열공하세요~", ,,17.04.20
특허법,조문,54조,[54조]조약우선권주장출원의 객체적 요건에 관하여?,"시험에 별 상관 없을 것 같지만.. 조문을 정독하던 중 생긴 궁금증입니다. 54조에 따른 조약우선권주장출원의 객체적 요건에 관하여 책에서는 우선권주장출원의 청구범위에 기재된 발명이 선출원의 최명도 이내어야 한다고 쓰여있고 각주의 판례 역시 마찬가지인데 어떠한 근거로 범위가 최명도가 되는지 궁금합니다. 대체로 최명도의 범위를 요건으로 하는 조문들은, 예컨대 29조3항 52조 53조 등은 조문에 ""최초로 출원된 명세서 또는 도면에 기재된 발명""으로 명시되어 있고 조약우주와 비슷한 취지의 55조의 국내우주 역시 마찬가지로 명시되어 있습니다. 그런데 조약우주의 객체적 요건이라 할 수 있는 54조1항각호를 보면 ""그 당사국 또는 다른 당사국에 특허출원한 후 동일한 발명을"" 이라고 되어있는데 여기서 특허출원이 최명도의 의미를 내포하는 것인가요? 책을 다시 열어보기 전에는 범위가 선출원의 최명도인지 명도인지 청구범위인지 잠시 헷갈렸습니다. 혹 파리조약에 명시되 있거나 판례에 의하여 범위가 정해진 것인지 궁금합니다. 수험생 입장에선 위험하고 쓸데없는 호기심일지 모르겠지만 답변해 주신다면 대단히 감사하겠습니다.",안녕하세요? 임변입니다. 파리조약 4F와 심사기준(6312면)에 기재되어 있습니다. 열공하세요~, ,,17.05.19
특허법,조문,34조,"[34조,35조] 정당권리자의 보호 청구범위유예에 관하여?",정당권리자 출원이 적법하여 소급효 인정됐는데 청구범위를 적지않아 소급한 무권리자출원일로 부터 1년 2개월 or 제3자의 심사청구 취지 통지받은 날로 부터 3개월일중 빠른날이 지나면 무조건 불수리 되나요? 책에서는 불수리된다라고 써있고 다른 언급이 없어서 구제방법이 없나 궁금합니다.,안녕하세요? 임변입니다. 네. 불수리됩니다. 정당한 권리자는 실체적 진실관계 파악을 해야 하기 때문입니다. 열공하세요~, ,,17.05.23
특허법,문제,34조,34조 정당권리자 30일 이내 출원 기간일 질문입니다.?,"안녕하세요 임병웅 변리사님. 문제(강의 노트 145p)에서 '2019년 5월 10일 무권리자에 의한 출원이라는 이유로 거절 결정이 확정되었다' 라는 문구가 있었고, 이에 정당한 권리자가 출원일 소급을 받기위한 조건인 30일 이내 출원이 언제까지인지를 확인하려고 합니다. 이 때 문제에서 별 말이 없어서, 0시부터 시작한게 아니면 다음날 부터 시작해야 하는 것이 아닌가 하는 생각에 기산일이 5월 11일이 되야 하는게 아닌가 하는 의문이 드는데요, 기산일을 10일, 11일 둘 중에 언제로 잡아야 할 까요 ? 감사합니다. 저작자 표시컨텐츠변경비영리","안녕하세요? 임변입니다. 5월 9일까지 불복할 수 있으면, 5월 10일 오전 0시에 확정되고, 따라서 5월 10일이 초일이자 기산일이 됩니다. 열공하세요~", ,,17.05.27
특허법,조문,54조,"[54조, 55조] 조약우주출원과 국내우주출원의 공개가 언제 이루어지나요?","조약우주나 국내우주나 판단시점이 소급되기 때문에 최선일을 기점으로 1년 6개월 후에 공개되는 것인가요? 아니면 국내우주, 조약우주일로부터 1년 6개월 기산을 하는 건가요? 저작자 표시컨텐츠변경비영리","안녕하세요? 임변입니다. 법 제64조제1항제3호를 그대로 적으면, 다음과 같습니다. ① 특허청장은 다음 각 호의 구분에 따른 날부터 1년 6개월이 지난 후 또는 그 전이라도 특허출원인이 신청한 경우에는 산업통상자원부령으로 정하는 바에 따라 그 특허출원에 관하여 특허공보에 게재하여 출원공개를 하여야 한다. 3. 제54조제1항 또는 제55조제1항에 따른 둘 이상의 우선권 주장을 수반하는 특허출원의 경우: 해당 우선권 주장의 기초가 된 출원일 중 최우선일 열공하세요~", ,,17.06.05
특허법,조문,47조,"[47조, 51조] 보정 및 보정각하 질문 드립니다.?",질문1) 2번 사진에서 원안에 2번 보정이있는 경우의 2)에서 심사절차는 보정이 없는 경우의 심사와 같다라고 되어있는데 이 뜻이 3번 사진으로 보면 일반심사 단계로 돌아간다는 의미인지.. 아니면 재심사단계 진행이 된다 것인가요? 질문2) 만약 재심사 단계로 넘어가는 것이 아니라면 3번 사진의 재심사청구 단계는 언제 진행되는 지 궁금합니다.,"안녕하세요? 임변입니다. 1. 심사절차는 1) 원거절이유가 있는지 여부, 2) 새로운 거절이유가 발견되었는지 여부, 3) 언제 발생했는지 여부에 따라 진행된다는 의미이고, 3번 그림과 관련이 없습니다. 2. 재심사단계까지 아직 강의를 듣지 않은 것 같네요. 조금 더 듣다 보면 나중에 배우게 됩니다. 열공하세요~", ,,17.06.05
특허법,조문,51조,51조 보정각하 관련- 보정에 따라 발생한 새로운 거절이유 관련질문입니다.,아래그림에서의 심사 3에서 1번과 2번을 동시에 발견한경우 심사순서에따라 원거절이유가 해소되지않음을 이유로 거절결정되고 새로운 거절이유를 찾다가 기존의 1번을 발견하는것은 순위에 밀려서 다시한번 최초거절이유통지를 해주지 않는 것으로 이해하면 옳을까요?,"안녕하세요? 임변입니다. 원거절이유가 해소되지 않았다면, 새로운 거절이유가 발견되었는지 여부를 불문하고 거절결정된다고 이해하면 됩니다. 열공하세요~~~", ,,17.06.06
특허법,조문,55조,55조 국내우주의 확선과 관련해서 질문이 있습니다.,"55조 국내우선권주장의 확대된 선출원의 지위 중 선출원이 (지정국으로 한국을 포함하는)국제특허출원이고 국내우주출원이 국내출원일 떄, 국내공개가 이루어져야, 국제공개가 간주되는 이유가 궁금합니다. 일반적으로 국제공개가 먼저 이루어지고 국내공개가 이루어질 듯 한데. 선출원인 PCT출원이 취하간주 되었기 때문에 실제로 국제공개가 이루어져도 국내엔 아무런 영향을 미치지 못하기 때문인가요? 저작자 표시컨텐츠변경비영리","안녕하세요? 임변입니다. 질문이 모호하네요. 후출원의 확대된 선출원의 지위를 물어보는 것이라면, 국내공개는 후출원의 공개를 말하고, 국제공개는 선출원의 공개를 말하는 것입니다. 제대로 답변이 안 되었으면 조금 구체적으로 질문을 해주세요~", ,,17.06.07
특허법,조문,51조,[51조 3항 괄호] 직권 재심사를 하는 경우 취소된 특허결정 전에 한 각하결정의 의미가 궁금합니다.?,"수업에선 그냥 직권 재심사, 재심사 청구 전의 보정각하에 대해선 거불심과 함께 다툴 수 없다로 배웠습니다. 근데 51조 3항을 잘 살펴보면, 직권 재심사의 경우에는 '취소된 특허 결정 전에 한 각하결정'이라고 되어있습니다. 특허결정과 각하결정은 보통 같이 나오는 것 아닌가요? 그런데 왜 굳이 취소된 특허결정 전에 한 각하결정이라고 되어있는 지 궁금합니다.","안녕하세요? 임변입니다. 특허결정과 각하결정은 보통 같이 나오지 않습니다. 취소결정 전에 각하결정는 취소결정후에 다시 다툴 수 있기 때문에, 거절결정불복심판에서 다툴 수 없도록 제한하고 있는 것입니다. 죄송하지만, 질문을 살펴보면 아직 기본적인 개념이 명확히 잡혀 있지 않은 것 같네요. 열공하세요~", ,,17.06.10
