과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,126조,침해금지가처분 신청에 대하여,"침해금지가처분을 공부하던 중 상표법 107조3항의 임시조치와 비교하다가 궁금한 점이 있습니다. 특허법에서의 침해금지가처분 신청은 침해예방청구권의 일종으로 보는게 맞나요? 아니면 민사집행법 등 타법의 절차에 따른 것인가요? 상표법 강의 때 임시조치가 지식재산권법 중 상표법 특유의 제도라고 배웠는데 특허법의 침해금지가처분이 떠올라서 자연스레 두 제도를 비교해봤는데 이정도 차이로 보면 되는지요? 1) 침해금지가처분신청은 침해금지청구소송와 별개의 소, 임시조치는 침해금지청구의 일부 2) 법원의 재량에 의한 청구인의 담보제공 유무 3) 처분의 긴급성 요구 여부",안녕하세요? 임변입니다. 침해금지청구권을 피보존권리로 하는 별개의 소입니다. 비교한 내용은 맞는 것 같습니다. 그럼 열공하세요~, ,,17.06.07
특허법,조문,127조,간접침해 관련 2016년 변시기출 문제 질문드립니다.,"안녕하세요. 임병웅 변리사님. 127조 간접침해 관련해서 질문을 드립니다. 질문드릴 묹는 강의노트 352쪽의 2016년도 변시기출입니다. 甲이 물건 X 발명의 특허권자이고, a가 X의 생산에만 사용되는 물건입니다. 이 때, 을이 물건 a를 '국내에서 100개 생산한 다음 전량미국에 수출하였고' 라고 되어 있는데요, 127조에 '그 물건의 생산에만 사용하는 물건을 '생산', 양도, 대여' 라고 되어 있으므로 을이 물건 a를 우리나라에서 생산한 행위 역시 간접침해일 것으로 생각이 되었으나 해당 내용은 127조에 따른 침해로 보기 어렵다고 되어 있는데요, 이는 전량 모두 미국에 수출을 하였기 때문인지요 ? 감사합니다.","안녕하세요? 임변입니다. 네, 그렇습니다. 특허발명인 물건발명을 국내에서 생산한 경우만 간접침해에 해당합니다. 열공하세요~", ,,17.06.19
특허법,조문,128조,질문드려요^^,안녕하세요 변리사님! 128조 3항에 손해액 공제 계산할 때요. 2항으로 손해액 산정한 부분에서 공제해야하나요? 3항의 한도부분에서 공제해야하나요? 3항에 단서로 붙어있어서 3항에서 공제해야 할 것같은데 내용상 보면 2항같기도 하고 2차 강사분들도 3항에서 공제하는 분도 계시고 2항에서 공제하는 분도 계시더라구요.. 답변 부탁드리고 미리 감사드립니다^^,"안녕하세요? 임변입니다. 기존에 해석상 좀 논란이 있기는 헀으나, 손해액에서 공제한다는 것이 판례입니다. 열공하세요~", ,,17.07.05
특허법,조문,127조,간접침해 행위(침해로 보는 행위) 127조에 대해 질문이있습니다.,"제127조 (침해로 보는 행위) 다음 각호의 1에 해당하는 행위를 업으로서 하는 경우에는 특허권 또는 전용실시권을 침해한 것으로 본다. [개정 95·12·29, 2001.2.3.][[시행일 2001.7.1.]] 1. 특허가 물건의 발명인 경우에는 그 물건의 생산에만 사용하는 물건을 생산·양도·대여 또는 수입하거나 그 물건의 양도 또는 대여의 청약을 하는 행위 2. 특허가 방법의 발명인 경우에는 그 방법의 실시에만 사용하는 물건을 생산·양도·대여 또는 수입하거나 그 물건의 양도 또는 대여의 청약을 하는 행위 -> 1.간접 침해 행위를 한 경우에도 과실의 추정(130조)이 되는게 맞나요? 2.간접 침해 행위의 경우 손해액의 추정(128조 )이 적용되지 않는 걸로 알고있는데 제대로 알고 있는게 맞는걸까요? *제130조 (과실의 추정) 타인의 특허권 또는 전용실시권을 침해한 자는 그 침해행위에 대하여 과실이 있는 것으로 추정한다. *제128조 (손해액의 추정등) ①특허권자 또는 전용실시권자는 고의 또는 과실로 인하여 자기의 특허권 또는 전용실시권을 침해한 자에 대하여 그 침해에 의하여 자기가 입은 손해의 배상을 청구하는 경우 당해 권리를 침해한 자가 그 침해행위를 하게 한 물건을 양도한 때에는 그 물건의 양도수량에 특허권자 또는 전용실시권자가 당해 침해행위가 없었다면 판매할 수 있었던 물건의 단위수량당 이익액을 곱한 금액을 특허권자 또는 전용실시권자가 입은 손해액으로 할 수 있다. 이 경우 손해액은 특허권자 또는 전용실시권자가 생산할 수 있었던 물건의 수량에서 실제 판매한 물건의 수량을 뺀 수량에 단위수량당 이익액을 곱한 금액을 한도로 한다. 다만, 특허권자 또는 전용실시권자가 침해행위 외의 사유로 판매할 수 없었던 사정이 있는 때에는 당해 침해행위 외의 사유로 판매할 수 없었던 수량에 따른 금액을 빼야 한다. [신설 2001·2·3][[시행일 2001.7.1.]] ②특허권자 또는 전용실시권자가 고의 또는 과실에 의하여 자기의 특허권 또는 전용실시권을 침해한 자에 대하여 그 침해에 의하여 자기가 받은 손해의 배상을 청구하는 경우 권리를 침해한 자가 그 침해행위에 의하여 이익을 받은 때에는 그 이익의 액을 특허권자 또는 전용실시권자가 받은 손해의 액으로 추정한다. ③특허권자 또는 전용실시권자가 고의 또는 과실에 의하여 자기의 특허권 또는 전용실시권을 침해한 자에 대하여 그 침해에 의하여 자기가 받은 손해의 배상을 청구하는 경우 그 특허발명의 실시에 대하여 통상 받을 수 있는 금액에 상당하는 액을 특허권자 또는 전용실시권자가 받은 손해의 액으로 하여 그 손해배상을 청구할 수 있다. ④제3항의 규정에 불구하고 손해의 액이 동항에 규정하는 금액을 초과하는 경우에는 그 초과액에 대하여도 손해배상을 청구할 수 있다. 이 경우 특허권 또는 전용실시권을 침해한 자에게 고의 또는 중대한 과실이 없는 때에는 법원은 손해배상의 액을 정함에 있어서 이를 참작할 수 있다. [개정 2001·2·3][[시행일 2001·7·1]] ⑤법원은 특허권 또는 전용실시권의 침해에 관한 소송에 있어서 손해가 발생된 것은 인정되나 그 손해액을 입증하기 위하여 필요한 사실을 입증하는 것이 해당 사실의 성질상 극히 곤란한 경우에는 제1항 내지 제4항의 규정에 불구하고 변론 전체의 취지와 증거조사의 결과에 기초하여 상당한 손해액을 인정할 수 있다. [신설 2001·2·3] [[시행일 2001·7·1 *객관식 문제랑 기출문제 중에서 관련 지문을 본거같은데 기본서를 다시 읽으면서 찾아봤는데 못찾아서, 질문을 드리게됬습니다.","안녕하세요? 임변입니다. 과실이 추정되는 이유는 출원공개, 등록공고 등을 하였는데 이것을 보지 않은 것은 침해자의 실수로 봐야 하기 때문입니다. 이 취지에 비춰 보면 간접침해도 과실추정이 되는 것이 타당해 보입니다. 한편, 손해액의 추정은 직접침행의 소극적 손해 중 매상감소에 의한 일실이익을 가정한 것이기 때문에, 이 취지에 비춰 보면 간접침해에 대해서는 적용되지 않는 것이 타당해 보입니다. 열공하세요~ 답글기능 더보기", ,,17.17.10
특허법,조문,128조,128조 질문입니다.,128조 4항의 경우 특허권자 또는 전용실시권자가 스스로 실시하고 있지 아니한 경우는 추정의 전체인 손해의 발생 자체를 관념할 수 없으므로 이 추정규정은 적용 되지 않는다고 하였습니다. 그렇다면 1항에서 특허권자/전용실시권자의 단위수량당 이익액은 특허권자 또는 전용실시권자가 스스로 실시하고 있는 경우와 실시하고 있지 않을 경우 어떻게 달라지는지 궁금하여 글 남깁니다,"안녕하세요? 임변입니다. 법 제128조에1항에 대한 판례는 존재하지 않습니다. 다만, 사견으로는 법 제128조제1항 내지 제4항은 소극적 손해 중 매상감소에 의한 일실이익에 관한 규정이기 때문에, 제4항과 마찬가지로 손해가 발생해야 매상감소가 있을 수 있다고 생각됩니다. 열공하세요~", ,,17.07.11
특허법,문제,128조,128조에 관해 질문입니다,작년 객관식 p.535의 27번문제입니다 2015년 기출이라 강의시간에 해주신듯도 한데 기억이 기울거리네요.. 다시 문제를 풀다가 의문이 든 점이있습니다 3번 지문인데요 갑 공장의 연간 생산능력이 3만개라면 갑이 실제 생산한 만개를 빼서 2만개와 갑의 단위 수량당 이익액인 천원을 곱해 2천만원이 되야 하는데 왜 해설에 나온것 처럼 연간 3만개인 경우 한도가 2천만원이기 때문에 한도 이내인 천오백만원을 손해액으로 하는지 궁금합니다 실제 갑이 만개를 판매하고 을이 2만5천개를 판매했으니 이 차이 양에 갑의 단위수량당 이익액인 천원을 곱한 천오백만원 이상은 손해액으로 할 수없다... 라고 생각하면 되나요?,안녕하세요? 임변입니다. 문제를 올려 주셔야 답을 드릴 수 있습니다. 공지사항을 다시 읽어 보세요~, ,,17.07.20
특허법,조문,127조,127조 간접침해 질문드립니다.,127조 1호의 [그 물건의 '생산'에만 사용하는 물건] 에서 '생산'이 국내생산을 의미하기 때문에 국외생산은 해당하지 않는다고 하셨는데 만약 반제품을 국내에서 생산한 후 국외로 수출하여 국외에서 완제품을 생산하고 완제품을 다시 수입한다해도 생산을 국외에서 했으니 간접침해는 적용되지 않나요?,안녕하세요? 임변입니다. 네. 간접침해가 아닙니다. 열공하세요~, ,,17.09.06
특허법,조문,127조,127조 간접침해 및 권리소진과 연관해서 질문드립니다,필기노트 347 쪽에 벤틀리 예제에서 을이 c를 사용하는 행위가 침해인가?라는 질문에 대한 정답이 직접침해라고 설명하셨는데 여기서 설명하실때 c를 사용했다는건 벤틀리를 생산했다는 소리이기때문에 직접침해라고 하셨는데 이부분이 조금 헤깔립니다. 만약 그림의 조건처럼 오직 벤틀리의 생산에'만' 사용한다는 '만'표시가 없다면 c의 사용이 벤틀리 생산으로 무조건 귀결되지않기에 직접침해가 아니게되나요? 그리고 간접침해와 조금 논점이 다른것같기는하나 계속 이두개가 혼동되는데 두번째 그림의 기출문제 5번 지문에서 '물건a를 생산하는 기계b'를 청구범위로 한다는게 즉 'b'의 특허권자라는소리인것같은데 해설에서 기계b의 사용하여 물건a를 생산하는 행위는 기계b를 사용하게 되므로 권리범위가 미친다하였습니다. 근데 이 말뜻은 이해가 되나 어짜피 b를 구매해서 권리소진되어 b를 통해 물건a를 생산해도 침해가 아닌것아닌가요?왜 물건a의 생산이 x의 침해가되는건지 먼가 개념이 흔들립니다. B를 구입하는것은 침해가 아니나 a를 제조판매한게 침해라고하셨는데 b를 구입했으면 a제조판매해도 되지않나요? 만약 해설과같이 해석하면 기계b를 구입과 별개로 a를 생산할수있는 실시권은 따로 얻어야되는건가요? 그렇다면 b를 구입함으로 인해 권리소진되는건 어떠한것이 권리가소진되는건지 헤깔립니다,"안녕하세요? 임변입니다. 1. 네. 타용도가 있다면 직접침해가 될 수도 있고 안 될 수도 있습니다. 2. B 구매는 양도가 아닌 양수이기 때문 실시가 아니고, B 사용은 소진이론이 적용되지 않습니다. 소진이론은 특허권자가 또는 적법한 제조판맨권을 가진 자가 판매한 경우에 적용되기 때문입니다. 열공하세요~", ,,17.09.10
특허법,조문,127조,[127조] 간접침해 질문 있습니다.,"특정구조를 가진 볼트 A와 특정구조를 가진 너트 B를 유기적으로 결합하여서 된 구조장치의 특허발명인 경우 갑이 A의 제조에만 사용되는 Y를 업으로서 제조하는 행위가 간접침해에 해당한다고 볼 수 있을까요? 제 생각에는 각 구성요소 개별적으로 침해를 판단할 것이아니라 유기적으로 결합된 전체인 A+B로 침해인지 판단해야 할 것 같습니다. 즉 A+B의 생산에만 사용되는 물건의 제조행위는 간접침해라고 볼 수 있을 것 같지만, 단순히 구성요소 중 하나인 A의 제조에만 사용되는 Y를 제조하는 행위는 간접침해로 볼 수 없을 것 같습니다.","안녕하세요? 임변입니다. 말씀하신 것처럼 A+B의 생산에만 사용되는 물건이냐의 관점에서 보면 됩니다. 참고로, 다수설은 연쇄적인 사용관계에 있어서는 간접침해를 부정하고 있습니다. 이지특허법 간접침해 관련문제 파트를 읽어 보세요. 열공하세요~", ,,17.09.11
특허법,문제,132조,132조 관련 문제에 관한 질문드립니다.,안녕하세요 임병웅변리사님! 위 문제에서 4번이 명백하게 옳은 지문이라는 생각은 드는데.. 3번 지문도 뒤에 '열람할 수 있는 자를 지정하여야 한다'라는 말만 생략 되었을 뿐.. 위 지문도 맞다고 생각하는데.. 왜 틀린것인지 궁금합니다.,"안녕하세요? 임변입니다. 법 제132조제3항을 읽어보면, (영업비밀에 해당하고) & (반드시 필요한 때) 에 한하여 정당한 이유로 보지 않습니다. 법조문을 꼼꼼히 공부하는 습관을 들여야 할 것 같네요~", ,,17.10.01
